Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]
hepatocyte	Homo sapiens	tiopronin
hepatocyte	Homo sapiens	tiopronin
hepatocyte	Homo sapiens	tiopronin
hepatocyte	Homo sapiens	tiopronin
hepatocyte	Homo sapiens	tiopronin
hepatocyte	Homo sapiens	tiopronin
hepatocyte	Homo sapiens	tiopronin
hepatocyte	Homo sapiens	tiopronin
hepatocyte	Homo sapiens	tiopronin
hepatocyte	Homo sapiens	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
liver	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Rattus norvegicus	tiopronin
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
hepatocyte	Homo sapiens	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
hepatocyte	Rattus norvegicus	tolbutamide
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
kidney	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
hepatocyte	Rattus norvegicus	triamterene
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
liver	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
hepatocyte	Rattus norvegicus	triazolam
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
liver	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Rattus norvegicus	trimethadione
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
hepatocyte	Homo sapiens	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
liver	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
kidney	Rattus norvegicus	valproic acid
